date_inscription,age,genre,region,type_abonnement,depense_mensuelle,nb_commandes_mois_dernier,nb_retours,jours_depuis_derniere_commande,score_satisfaction,churn
2023-09-25,37,Femme,Kara,Standard,32.95,2,0,156,5.9,0
2023-09-26,18,Homme,Centrale,Premium,40.1,5,0,160,5.1,0
2023-09-26,50,Homme,Savanes,VIP,56.87,4,0,122,7.1,0
2023-09-27,26,Homme,Savanes,Standard,21.98,1,0,50,6.3,0
2023-09-28,58,Femme,Maritime,Standard,35.26,3,0,132,6.9,0
2023-09-28,24,Femme,Plateaux,Standard,15.34,0,0,102,3.2,0
2023-09-28,52,Homme,Centrale,Premium,2.0,1,0,1,5.0,0
2023-09-28,62,Homme,Maritime,Premium,47.06,3,0,155,6.5,0
2023-09-28,55,Homme,Maritime,Premium,35.83,2,0,112,6.0,0
2023-09-28,65,Homme,Maritime,Standard,28.61,3,0,21,7.3,0
2023-09-29,45,Homme,Maritime,VIP,59.72,4,1,46,7.9,0
2023-09-29,45,Femme,Savanes,VIP,85.94,6,0,164,2.6,0
2023-09-29,49,Homme,Kara,Standard,15.79,3,0,151,6.2,0
2023-09-30,35,Femme,Maritime,Standard,7.78,0,0,18,7.8,0
2023-09-30,53,Femme,Kara,Premium,25.53,3,0,151,5.9,0
2023-09-30,38,Femme,Maritime,Standard,42.7,4,0,124,5.9,0
2023-10-01,36,Homme,Plateaux,Standard,29.61,3,0,98,4.2,1
2023-10-01,64,Homme,Kara,Standard,49.79,6,0,94,4.7,0
2023-10-02,67,Homme,Centrale,Premium,44.79,5,0,160,6.5,0
2023-10-02,42,Homme,Kara,Standard,38.43,4,0,124,7.3,0
2023-10-03,35,Homme,Maritime,Standard,32.24,3,0,174,4.0,0
2023-10-03,69,Homme,Centrale,Standard,2.06,0,0,163,6.5,1
2023-10-04,31,Femme,Plateaux,Premium,67.31,5,0,90,7.4,0
2023-10-05,24,Homme,Plateaux,Standard,44.39,4,0,109,4.3,0
2023-10-05,69,Homme,Plateaux,Standard,17.78,1,1,143,4.7,1
2023-10-05,47,Homme,Plateaux,Standard,35.26,3,0,127,6.7,0
2023-10-06,39,Femme,Kara,Premium,56.02,4,0,60,5.1,0
2023-10-06,31,Homme,Kara,Standard,32.28,4,0,15,7.7,0
2023-10-07,69,Femme,Centrale,Standard,36.35,5,1,124,4.6,0
2023-10-07,50,Homme,Maritime,Standard,46.75,4,0,7,6.2,0
2023-10-08,31,Homme,Centrale,Premium,54.1,5,0,81,6.6,0
2023-10-08,52,Homme,Plateaux,Standard,32.19,4,0,35,6.3,0
2023-10-08,62,Homme,Maritime,Standard,38.59,3,0,5,5.3,0
2023-10-08,27,Homme,Plateaux,Standard,19.27,1,0,118,4.6,0
2023-10-08,45,Homme,Maritime,Standard,18.7,2,0,36,6.5,0
2023-10-09,49,Femme,Kara,Premium,32.08,3,0,104,6.3,0
2023-10-10,28,Homme,Savanes,Standard,51.06,5,0,37,5.3,0
2023-10-10,59,Homme,Kara,Standard,27.72,1,0,178,6.1,1
2023-10-11,61,Homme,Maritime,Standard,34.95,2,0,45,6.4,0
2023-10-11,46,Femme,Kara,Premium,39.2,3,0,133,5.1,0
2023-10-13,40,Femme,Savanes,Standard,33.73,3,0,177,3.8,0
2023-10-13,59,Homme,Savanes,Standard,29.35,2,0,17,7.9,0
2023-10-14,30,Femme,Maritime,Premium,44.7,6,0,110,5.5,0
2023-10-14,66,Femme,Maritime,VIP,67.07,6,0,118,5.8,0
2023-10-15,34,Homme,Plateaux,Standard,9.8,3,0,124,5.0,0
2023-10-15,24,Homme,Plateaux,VIP,76.03,7,0,116,4.5,0
2023-10-15,66,Homme,Maritime,Premium,50.52,3,0,58,6.5,0
2023-10-15,45,Femme,Maritime,Standard,9.05,0,0,46,8.3,0
2023-10-15,68,Femme,Centrale,Standard,17.63,2,0,42,6.5,0
2023-10-16,34,Homme,Kara,Premium,36.92,3,0,25,7.1,0
2023-10-16,31,Homme,Plateaux,VIP,42.91,4,0,87,5.4,0
2023-10-17,41,Homme,Plateaux,Premium,51.87,3,0,103,7.1,0
2023-10-17,19,Homme,Maritime,Premium,44.42,4,0,28,8.0,0
2023-10-18,31,Homme,Plateaux,Standard,21.23,1,0,40,6.5,0
2023-10-18,21,Homme,Plateaux,Standard,21.9,0,0,21,6.8,0
2023-10-20,31,Femme,Centrale,Standard,42.9,5,0,123,7.2,0
2023-10-20,67,Femme,Maritime,Standard,32.37,4,0,166,4.6,0
2023-10-20,23,Homme,Savanes,Standard,26.48,2,0,90,5.7,0
2023-10-21,49,Homme,Maritime,Standard,10.61,0,0,91,6.9,0
2023-10-21,58,Homme,Maritime,Standard,46.9,5,0,77,6.7,0
2023-10-22,66,Homme,Maritime,Standard,33.68,3,0,142,5.0,0
2023-10-22,36,Femme,Savanes,Premium,31.33,3,0,98,5.7,0
2023-10-23,58,Femme,Maritime,Standard,27.58,3,0,26,7.4,0
2023-10-24,36,Homme,Centrale,Standard,35.02,5,0,27,5.3,0
2023-10-24,65,Homme,Centrale,Standard,22.08,3,2,83,3.1,0
2023-10-24,30,Femme,Maritime,Standard,32.37,2,1,42,8.1,0
2023-10-25,63,Homme,Kara,Premium,44.53,3,0,159,5.1,0
2023-10-25,66,Homme,Plateaux,Premium,58.9,3,0,168,5.3,0
2023-10-26,44,Homme,Plateaux,Standard,40.58,3,0,139,6.5,0
2023-10-26,49,Homme,Maritime,VIP,73.14,6,0,62,5.2,0
2023-10-26,50,Femme,Plateaux,Standard,11.79,0,0,3,5.7,0
2023-10-26,39,Femme,Maritime,Standard,24.98,3,0,138,5.5,0
2023-10-26,38,Femme,Maritime,Standard,11.8,0,1,100,5.5,0
2023-10-27,66,Femme,Maritime,Premium,42.85,3,0,114,4.1,0
2023-10-27,21,Homme,Kara,Standard,42.49,2,0,167,6.1,1
2023-10-27,25,Homme,Maritime,Standard,34.4,2,0,128,6.6,0
2023-10-27,48,Femme,Maritime,VIP,64.38,6,0,173,6.1,0
2023-10-28,56,Homme,Maritime,Standard,39.26,4,0,42,6.7,0
2023-10-28,50,Homme,Kara,Premium,30.45,3,0,69,7.9,0
2023-10-28,42,Femme,Maritime,Standard,26.7,2,0,57,6.7,0
2023-10-29,53,Homme,Plateaux,Premium,33.44,2,0,61,3.7,0
2023-10-29,28,Femme,Kara,Standard,51.96,3,0,161,4.6,0
2023-10-29,27,Homme,Centrale,Standard,18.9,2,0,177,3.7,1
2023-10-30,19,Homme,Savanes,Standard,39.74,4,1,171,4.1,1
2023-10-30,39,Femme,Kara,VIP,71.84,5,0,173,6.6,0
2023-10-30,33,Homme,Savanes,Standard,41.84,3,0,133,6.3,0
2023-10-30,67,Femme,Centrale,Premium,47.19,3,0,148,6.9,0
2023-10-31,66,Homme,Maritime,Standard,18.54,1,0,2,6.7,0
2023-10-31,35,Homme,Maritime,Premium,44.11,2,1,49,4.3,0
2023-10-31,27,Homme,Kara,Standard,47.72,3,0,103,6.0,0
2023-10-31,18,Femme,Maritime,Premium,62.24,6,0,96,5.1,0
2023-11-01,58,Femme,Savanes,Standard,8.8,0,0,139,6.0,1
2023-11-01,66,Homme,Kara,Premium,9.95,1,0,58,6.4,0
2023-11-01,28,Femme,Maritime,Standard,41.12,2,1,115,4.3,0
2023-11-01,36,Homme,Maritime,VIP,62.89,5,0,19,5.3,0
2023-11-01,49,Femme,Maritime,Standard,43.23,3,0,65,7.5,0
2023-11-02,27,Homme,Maritime,Premium,40.75,5,0,56,4.1,0
2023-11-02,27,Homme,Centrale,Standard,10.06,1,1,72,5.2,0
2023-11-02,67,Femme,Centrale,Premium,50.05,1,0,171,4.0,0
2023-11-02,45,Femme,Savanes,Premium,37.83,3,1,0,7.1,0
2023-11-02,20,Homme,Maritime,Standard,51.64,5,0,79,7.2,0
2023-11-02,48,Femme,Maritime,Premium,71.64,5,0,56,3.8,0
2023-11-03,50,Femme,Savanes,Standard,4.55,0,0,154,4.5,0
2023-11-03,44,Homme,Maritime,Premium,50.52,3,2,145,3.1,0
2023-11-03,58,Homme,Maritime,Premium,28.1,3,1,138,4.1,1
2023-11-06,38,Homme,Maritime,Premium,22.86,0,0,143,7.7,0
2023-11-06,45,Homme,Centrale,Premium,44.89,4,0,128,5.9,0
2023-11-07,66,Homme,Kara,Standard,40.09,4,0,49,7.8,0
2023-11-07,30,Homme,Maritime,Standard,27.02,3,0,70,5.7,0
2023-11-07,63,Femme,Kara,Premium,52.77,4,1,129,4.9,0
2023-11-08,33,Homme,Kara,Standard,31.95,1,0,76,8.4,0
2023-11-09,40,Homme,Centrale,Standard,34.01,3,0,163,5.4,1
2023-11-09,23,Femme,Maritime,VIP,60.75,4,0,155,5.7,0
2023-11-10,59,Femme,Plateaux,VIP,56.86,5,0,84,5.7,0
2023-11-11,45,Homme,Maritime,Standard,2.17,1,0,22,3.7,0
2023-11-11,21,Homme,Plateaux,Premium,41.0,4,0,160,5.0,0
2023-11-11,29,Femme,Maritime,Standard,30.47,4,2,43,5.3,0
2023-11-11,28,Homme,Plateaux,Standard,37.34,2,0,174,3.5,1
2023-11-11,62,Femme,Maritime,VIP,70.25,5,0,72,5.7,0
2023-11-12,32,Homme,Maritime,Standard,53.69,4,0,99,5.2,0
2023-11-12,39,Homme,Plateaux,VIP,71.07,6,0,25,8.6,0
2023-11-13,41,Femme,Maritime,Premium,62.75,5,0,0,7.2,0
2023-11-13,59,Femme,Maritime,Standard,33.08,3,0,17,8.9,0
2023-11-13,65,Homme,Plateaux,Standard,29.21,4,1,101,4.5,0
2023-11-13,32,Homme,Savanes,Standard,30.22,2,0,88,6.7,0
2023-11-13,29,Femme,Savanes,Premium,52.21,4,0,159,6.3,0
2023-11-13,62,Femme,Centrale,Standard,48.71,3,3,86,4.9,0
2023-11-13,37,Homme,Plateaux,Standard,19.83,0,0,14,7.1,0
2023-11-14,42,Homme,Maritime,Premium,42.15,2,0,20,4.9,0
2023-11-14,54,Homme,Maritime,Standard,21.61,2,0,108,6.8,0
2023-11-14,64,Femme,Kara,Standard,23.74,3,0,59,6.0,0
2023-11-14,39,Femme,Kara,Standard,2.64,0,0,51,7.7,0
2023-11-15,32,Femme,Maritime,Standard,29.27,3,0,154,5.4,0
2023-11-15,38,Femme,Maritime,Premium,66.67,5,0,59,7.7,0
2023-11-16,57,Homme,Kara,Standard,27.41,3,0,94,7.4,0
2023-11-16,22,Homme,Maritime,Standard,30.79,2,0,104,7.1,0
2023-11-16,63,Femme,Maritime,Premium,55.01,5,0,43,5.6,0
2023-11-17,43,Femme,Plateaux,Standard,29.15,1,0,157,3.7,0
2023-11-17,41,Homme,Centrale,Standard,26.45,1,1,55,4.9,0
2023-11-17,57,Femme,Maritime,Premium,56.39,4,0,177,3.9,0
2023-11-17,63,Homme,Maritime,Standard,32.29,4,0,11,9.3,0
2023-11-18,40,Homme,Centrale,Standard,2.0,1,0,80,6.7,0
2023-11-19,38,Femme,Maritime,Standard,34.63,0,0,66,6.6,0
2023-11-19,53,Homme,Maritime,Standard,44.85,5,0,157,4.4,1
2023-11-20,60,Homme,Plateaux,Standard,15.7,0,0,178,5.1,1
2023-11-20,30,Homme,Maritime,VIP,81.33,7,0,100,5.1,0
2023-11-20,35,Homme,Maritime,Standard,14.89,0,0,23,5.6,0
2023-11-21,35,Homme,Centrale,Premium,29.47,2,1,177,4.9,0
2023-11-21,51,Homme,Centrale,Premium,43.0,1,2,148,4.2,0
2023-11-21,56,Femme,Maritime,Standard,23.96,1,0,145,3.8,0
2023-11-22,41,Homme,Plateaux,Standard,27.96,3,0,179,6.1,1
2023-11-22,24,Femme,Maritime,Premium,27.46,3,1,10,7.1,0
2023-11-22,62,Femme,Centrale,Standard,44.23,4,0,69,5.7,0
2023-11-22,33,Femme,Maritime,Premium,38.98,3,0,110,6.1,0
2023-11-23,53,Homme,Maritime,Standard,21.8,0,2,9,6.5,0
2023-11-23,66,Femme,Plateaux,Standard,38.42,3,0,108,6.8,0
2023-11-23,32,Femme,Maritime,Standard,32.12,2,0,16,8.7,0
2023-11-24,21,Femme,Plateaux,Premium,51.07,5,0,119,4.0,1
2023-11-24,47,Homme,Centrale,Premium,31.43,2,1,83,5.9,0
2023-11-24,31,Femme,Kara,Standard,28.17,2,1,174,4.4,0
2023-11-24,38,Homme,Kara,Standard,38.75,3,0,47,7.2,0
2023-11-24,56,Femme,Centrale,VIP,63.4,5,0,36,7.3,0
2023-11-25,41,Femme,Maritime,Standard,25.51,2,0,38,5.6,0
2023-11-25,24,Femme,Plateaux,VIP,71.91,7,1,78,7.5,0
2023-11-25,59,Femme,Maritime,Standard,52.81,4,0,168,5.8,0
2023-11-25,49,Femme,Maritime,Standard,3.85,1,0,88,5.4,1
2023-11-25,34,Homme,Plateaux,VIP,70.77,5,0,43,6.2,0
2023-11-25,60,Homme,Savanes,Premium,36.22,4,0,176,4.8,0
2023-11-25,46,Femme,Kara,Standard,54.73,6,1,56,7.8,0
2023-11-26,21,Femme,Savanes,Standard,2.0,0,0,83,5.4,0
2023-11-27,33,Homme,Plateaux,Standard,33.46,4,0,134,6.4,0
2023-11-27,32,Femme,Plateaux,Standard,46.59,3,0,66,7.3,0
2023-11-28,31,Femme,Centrale,Premium,41.61,4,0,68,8.0,0
2023-11-28,59,Homme,Maritime,Standard,51.01,5,0,119,4.1,0
2023-11-28,23,Homme,Plateaux,Standard,24.52,2,0,140,4.3,0
2023-11-28,26,Femme,Maritime,Premium,41.17,2,0,44,6.2,0
2023-11-28,23,Homme,Kara,Premium,48.32,4,1,5,7.7,0
2023-11-29,19,Homme,Plateaux,Premium,55.87,6,0,167,4.0,0
2023-11-29,26,Femme,Kara,Standard,34.11,3,0,91,4.8,0
2023-11-29,66,Femme,Kara,Standard,19.26,2,0,34,6.0,0
2023-11-29,34,Homme,Maritime,Standard,48.53,3,0,38,4.8,0
2023-11-30,32,Homme,Maritime,Premium,62.69,6,0,167,5.0,0
2023-11-30,41,Homme,Savanes,Standard,55.2,7,0,139,7.1,0
2023-12-01,40,Homme,Maritime,Standard,2.0,0,0,67,6.2,0
2023-12-01,39,Femme,Maritime,Standard,28.56,2,1,62,5.7,0
2023-12-01,47,Homme,Kara,VIP,57.52,5,0,100,6.1,0
2023-12-02,46,Femme,Maritime,Standard,33.32,4,1,50,5.6,0
2023-12-02,65,Femme,Centrale,VIP,57.54,2,0,5,6.8,0
2023-12-02,51,Homme,Maritime,Standard,28.07,2,0,128,6.7,0
2023-12-03,65,Femme,Maritime,Standard,5.95,0,0,115,7.0,0
2023-12-03,47,Femme,Maritime,Standard,20.54,3,0,152,5.7,0
2023-12-03,35,Homme,Plateaux,Standard,54.63,5,0,70,8.0,0
2023-12-04,64,Homme,Plateaux,Premium,44.43,2,0,112,5.1,0
2023-12-04,66,Homme,Maritime,Premium,33.82,4,0,99,6.2,0
2023-12-04,38,Femme,Kara,Standard,8.1,0,1,174,5.4,1
2023-12-04,35,Homme,Centrale,Premium,69.44,5,0,123,7.0,0
2023-12-04,57,Homme,Maritime,Standard,19.21,2,0,69,5.5,0
2023-12-05,50,Homme,Plateaux,Premium,36.38,2,1,115,5.8,0
2023-12-06,42,Femme,Savanes,Premium,44.03,2,0,100,5.1,0
2023-12-06,22,Femme,Maritime,VIP,102.1,7,0,80,5.5,0
2023-12-07,67,Femme,Kara,Standard,4.41,0,0,30,6.5,0
2023-12-07,48,Homme,Maritime,Premium,57.69,5,0,95,6.5,0
2023-12-07,28,Homme,Plateaux,Standard,45.47,4,0,52,6.5,0
2023-12-07,63,Homme,Centrale,Premium,91.75,8,0,107,5.1,0
2023-12-08,56,Homme,Plateaux,Standard,27.88,2,1,166,5.5,0
2023-12-08,24,Femme,Kara,Standard,38.16,2,1,95,4.4,0
2023-12-08,28,Homme,Plateaux,Standard,32.46,3,1,80,3.4,1
2023-12-08,48,Homme,Maritime,Premium,42.22,2,0,170,2.9,1
2023-12-09,39,Homme,Plateaux,Standard,31.38,4,0,109,7.6,0
2023-12-09,30,Femme,Maritime,Standard,32.49,5,0,175,3.7,0
2023-12-09,34,Homme,Plateaux,Standard,23.38,1,0,25,7.1,0
2023-12-09,69,Femme,Maritime,Premium,63.16,5,1,121,3.4,0
2023-12-09,24,Femme,Centrale,Standard,2.0,0,1,98,4.6,0
2023-12-09,35,Homme,Centrale,Standard,15.46,1,0,66,4.8,0
2023-12-10,30,Femme,Maritime,Standard,18.89,4,0,130,5.6,0
2023-12-10,49,Homme,Plateaux,Standard,55.65,6,1,58,6.1,0
2023-12-11,32,Femme,Maritime,Standard,23.43,3,0,19,4.3,0
2023-12-12,68,Femme,Maritime,Premium,40.07,4,1,158,3.9,1
2023-12-12,39,Homme,Plateaux,Premium,47.92,3,0,171,6.5,0
2023-12-13,27,Femme,Centrale,Premium,63.44,6,0,46,8.6,0
2023-12-13,69,Femme,Maritime,VIP,78.43,7,1,89,4.6,0
2023-12-14,39,Homme,Savanes,Standard,19.0,0,0,74,6.1,0
2023-12-14,56,Homme,Maritime,Premium,37.11,3,0,105,4.3,1
2023-12-14,32,Femme,Plateaux,Premium,48.37,4,0,22,5.9,0
2023-12-14,25,Femme,Plateaux,Standard,2.14,0,2,2,5.8,0
2023-12-14,55,Femme,Plateaux,Standard,36.8,5,0,172,4.7,1
2023-12-15,65,Homme,Kara,Standard,33.22,2,2,2,6.1,0
2023-12-15,64,Homme,Maritime,Premium,64.64,5,0,94,6.1,1
2023-12-15,38,Femme,Maritime,Standard,47.0,3,0,153,4.0,0
2023-12-15,49,Femme,Plateaux,Standard,16.96,0,0,90,7.7,0
2023-12-16,69,Homme,Maritime,Premium,44.33,3,1,114,5.3,0
2023-12-16,65,Femme,Plateaux,Standard,23.92,3,0,86,5.0,0
2023-12-16,18,Femme,Kara,Standard,41.51,5,1,95,5.8,0
2023-12-17,60,Homme,Maritime,Standard,49.13,4,0,88,7.4,0
2023-12-17,37,Femme,Maritime,Standard,18.29,3,1,152,4.3,1
2023-12-18,26,Femme,Plateaux,VIP,60.22,5,0,27,5.9,0
2023-12-18,42,Homme,Maritime,Standard,32.91,3,0,4,8.5,0
2023-12-18,21,Femme,Centrale,Premium,39.81,2,0,176,2.6,0
2023-12-19,46,Femme,Maritime,Premium,40.99,3,0,168,3.9,1
2023-12-19,40,Femme,Kara,Premium,53.55,4,0,56,6.8,0
2023-12-19,26,Femme,Plateaux,Premium,36.21,2,0,174,4.3,0
2023-12-22,36,Femme,Maritime,Standard,38.74,3,1,119,7.4,0
2023-12-22,56,Homme,Plateaux,Standard,30.2,3,0,4,5.8,0
2023-12-23,48,Homme,Centrale,VIP,72.44,7,1,18,6.8,0
2023-12-23,29,Homme,Maritime,Premium,53.5,4,0,37,7.3,0
2023-12-24,51,Femme,Kara,Premium,75.23,7,0,61,6.0,0
2023-12-24,43,Homme,Maritime,Premium,56.18,3,0,57,7.6,0
2023-12-24,44,Femme,Plateaux,Premium,69.47,7,0,73,5.4,0
2023-12-24,63,Homme,Maritime,Premium,47.71,4,0,33,4.6,0
2023-12-25,62,Homme,Centrale,Premium,33.29,2,1,141,3.0,1
2023-12-25,58,Homme,Maritime,Standard,15.27,2,0,67,4.3,0
2023-12-25,46,Homme,Plateaux,Premium,49.72,4,0,78,4.4,0
2023-12-26,53,Femme,Kara,VIP,49.1,4,1,175,5.5,0
2023-12-26,48,Homme,Maritime,Premium,34.67,4,0,162,5.1,0
2023-12-26,52,Homme,Savanes,Standard,28.64,2,1,97,4.3,1
2023-12-27,33,Homme,Centrale,Premium,58.8,6,0,47,7.0,0
2023-12-27,46,Homme,Plateaux,Standard,16.32,1,0,94,6.5,0
2023-12-27,63,Homme,Plateaux,Standard,38.99,1,1,28,5.5,0
2023-12-27,29,Femme,Plateaux,Premium,58.77,4,0,129,5.8,1
2023-12-28,53,Femme,Kara,Standard,44.18,3,0,64,6.6,0
2023-12-28,20,Homme,Savanes,Standard,37.6,4,0,141,5.2,1
2023-12-28,23,Homme,Centrale,Premium,72.55,5,0,60,7.2,0
2023-12-28,41,Femme,Savanes,Standard,43.2,4,0,104,5.3,0
2023-12-28,50,Homme,Maritime,Standard,20.9,1,0,39,5.7,0
2023-12-29,40,Femme,Centrale,Standard,36.27,4,0,50,5.0,0
2023-12-30,55,Homme,Centrale,Premium,41.54,3,0,15,8.5,0
2023-12-30,49,Homme,Plateaux,Standard,27.37,1,0,165,3.5,1
2023-12-31,64,Homme,Maritime,Standard,28.65,3,0,136,6.1,0
2023-12-31,37,Homme,Kara,Standard,45.94,4,0,65,5.0,0
2023-12-31,22,Homme,Maritime,Premium,62.29,5,0,108,5.7,0
2024-01-01,41,Homme,Plateaux,Standard,5.92,1,0,27,8.9,0
2024-01-01,33,Homme,Maritime,VIP,30.07,0,0,8,6.3,0
2024-01-01,61,Femme,Kara,Premium,28.16,4,0,74,7.5,0
2024-01-02,57,Femme,Plateaux,Premium,56.39,6,0,53,5.0,0
2024-01-03,40,Femme,Maritime,Premium,62.88,5,1,52,5.6,0
2024-01-03,62,Homme,Kara,Standard,24.72,1,0,79,7.3,0
2024-01-03,30,Homme,Maritime,Standard,2.28,0,0,168,4.3,1
2024-01-03,35,Femme,Maritime,Standard,31.77,3,0,29,5.9,0
2024-01-03,37,Homme,Centrale,Standard,33.19,4,0,156,6.0,1
2024-01-04,60,Homme,Savanes,Standard,36.05,4,0,3,6.8,0
2024-01-04,23,Homme,Kara,Premium,46.18,4,0,91,5.8,0
2024-01-04,50,Femme,Centrale,Standard,35.08,4,0,140,4.3,0
2024-01-04,53,Homme,Centrale,Premium,41.96,4,0,153,4.5,0
2024-01-04,44,Femme,Plateaux,Standard,2.0,1,0,68,6.7,0
2024-01-04,29,Femme,Plateaux,Premium,56.46,5,0,164,7.0,0
2024-01-05,56,Homme,Plateaux,Standard,2.0,0,0,62,5.9,0
2024-01-05,39,Homme,Kara,Standard,10.31,1,0,142,4.5,1
2024-01-06,28,Homme,Kara,Premium,28.72,1,0,122,5.5,0
2024-01-06,39,Homme,Plateaux,Premium,55.63,4,0,8,9.3,0
2024-01-06,18,Femme,Centrale,Standard,2.0,2,1,51,6.3,0
2024-01-06,54,Homme,Plateaux,VIP,77.19,8,0,115,5.8,0
2024-01-07,61,Homme,Savanes,Standard,37.78,1,2,79,6.5,0
2024-01-07,26,Homme,Maritime,Premium,53.31,4,0,68,9.2,0
2024-01-07,52,Femme,Maritime,Standard,2.0,1,1,140,5.8,0
2024-01-07,49,Femme,Kara,VIP,80.08,6,0,63,6.6,0
2024-01-10,39,Homme,Savanes,Standard,29.1,3,1,82,6.1,0
2024-01-10,19,Femme,Maritime,VIP,64.87,5,0,2,8.5,0
2024-01-10,52,Homme,Maritime,Premium,55.1,3,0,169,6.5,0
2024-01-11,59,Femme,Plateaux,Premium,37.01,2,0,179,4.8,0
2024-01-11,31,Homme,Maritime,Standard,15.29,2,0,105,6.9,0
2024-01-11,56,Homme,Kara,Standard,25.62,2,0,119,4.3,1
2024-01-11,56,Homme,Maritime,Standard,27.87,1,1,70,5.5,0
2024-01-12,69,Homme,Maritime,Premium,40.45,5,0,164,3.3,0
2024-01-12,28,Femme,Kara,Premium,43.68,4,0,47,7.9,0
2024-01-12,38,Femme,Kara,Premium,29.91,4,0,139,5.3,0
2024-01-12,69,Femme,Maritime,Standard,33.06,5,0,34,9.0,0
2024-01-12,42,Femme,Maritime,Premium,34.11,3,0,116,4.8,0
2024-01-13,24,Homme,Centrale,Premium,35.34,1,0,20,5.1,0
2024-01-13,40,Femme,Centrale,Premium,36.19,2,1,48,6.7,0
2024-01-13,22,Homme,Kara,Premium,22.1,2,1,118,5.3,0
2024-01-13,31,Homme,Maritime,Standard,22.75,3,1,121,4.9,1
2024-01-14,22,Femme,Maritime,VIP,85.23,6,0,109,6.2,0
2024-01-15,26,Homme,Maritime,Standard,25.19,3,0,54,3.8,0
2024-01-15,60,Homme,Centrale,Premium,25.32,1,0,155,4.9,1
2024-01-15,43,Femme,Plateaux,Standard,2.0,0,0,97,5.7,0
2024-01-15,63,Femme,Kara,Premium,51.31,4,1,28,6.5,0
2024-01-16,56,Femme,Maritime,Standard,27.03,0,0,144,4.7,0
2024-01-16,58,Femme,Maritime,Standard,21.15,3,0,149,5.0,0
2024-01-16,59,Femme,Savanes,Standard,5.31,0,0,94,6.4,1
2024-01-17,36,Homme,Plateaux,Standard,9.06,1,1,135,5.8,1
2024-01-17,19,Femme,Kara,Standard,10.47,3,0,48,8.7,0
2024-01-17,20,Homme,Kara,Standard,21.41,3,0,112,5.8,0
2024-01-17,48,Femme,Maritime,Premium,34.1,4,0,101,6.8,0
2024-01-18,41,Homme,Maritime,Premium,87.07,6,0,179,5.9,0
2024-01-18,44,Femme,Plateaux,Standard,40.14,3,0,34,5.5,0
2024-01-18,34,Homme,Maritime,Standard,33.49,3,0,123,4.7,0
2024-01-19,58,Femme,Maritime,Standard,22.11,1,0,152,8.4,0
2024-01-19,44,Femme,Plateaux,Standard,60.81,5,1,163,5.2,0
2024-01-19,56,Homme,Maritime,Standard,8.02,1,0,41,8.7,0
2024-01-20,43,Homme,Maritime,Standard,22.2,1,0,45,9.0,0
2024-01-20,33,Femme,Maritime,Standard,53.81,5,1,58,8.1,0
2024-01-21,45,Homme,Kara,Standard,2.0,0,0,174,4.8,0
2024-01-22,45,Homme,Kara,Premium,57.55,5,1,124,7.4,0
2024-01-22,58,Femme,Maritime,Standard,44.94,2,0,62,4.9,0
2024-01-22,49,Femme,Plateaux,Standard,51.12,3,1,55,6.4,0
2024-01-22,21,Femme,Maritime,VIP,73.57,6,1,148,3.8,0
2024-01-23,41,Homme,Plateaux,Standard,59.59,4,1,16,5.5,0
2024-01-23,46,Homme,Plateaux,Standard,7.16,0,0,163,4.7,1
2024-01-23,34,Femme,Maritime,Standard,32.1,3,1,173,5.6,0
2024-01-23,67,Homme,Maritime,Standard,34.78,2,0,116,7.0,0
2024-01-23,20,Homme,Centrale,Standard,22.75,3,0,163,6.0,1
2024-01-23,51,Homme,Maritime,Premium,54.88,2,0,38,5.7,0
2024-01-23,57,Homme,Maritime,Standard,11.2,0,0,155,5.6,1
2024-01-24,56,Femme,Maritime,Standard,25.15,3,0,159,4.8,0
2024-01-24,40,Femme,Kara,Standard,26.33,2,1,154,4.5,1
2024-01-24,29,Femme,Maritime,Standard,36.8,3,0,63,6.9,0
2024-01-24,47,Homme,Maritime,Standard,31.77,3,0,150,7.3,0
2024-01-25,46,Femme,Maritime,VIP,68.39,7,0,129,4.8,0
2024-01-25,18,Homme,Maritime,Standard,33.69,3,0,149,3.8,0
2024-01-25,46,Homme,Maritime,Premium,27.99,2,0,84,5.0,0
2024-01-25,21,Femme,Kara,Premium,68.77,5,0,49,5.2,0
2024-01-25,66,Femme,Maritime,Premium,73.85,5,1,148,5.5,0
2024-01-26,58,Homme,Maritime,Standard,48.37,3,0,80,7.5,0
2024-01-26,44,Femme,Plateaux,Standard,20.06,2,1,66,6.4,0
2024-01-27,57,Homme,Maritime,Standard,51.67,4,0,126,5.1,0
2024-01-27,42,Femme,Maritime,Standard,9.85,2,1,30,7.0,0
2024-01-27,48,Homme,Centrale,VIP,73.05,5,0,159,4.7,1
2024-01-27,49,Femme,Maritime,Premium,44.55,2,0,131,2.8,0
2024-01-28,27,Homme,Plateaux,VIP,73.36,8,0,53,7.6,0
2024-01-29,43,Femme,Kara,Standard,27.26,3,0,139,6.1,0
2024-01-30,52,Homme,Maritime,Premium,40.47,3,0,101,6.6,0
2024-01-30,45,Femme,Maritime,Standard,31.19,1,0,51,7.3,0
2024-01-30,47,Femme,Savanes,Standard,29.02,1,0,143,5.1,1
2024-01-30,38,Femme,Maritime,Standard,13.15,1,0,15,7.0,0
2024-01-31,50,Homme,Plateaux,Premium,44.8,4,0,52,4.5,0
2024-01-31,36,Femme,Centrale,Standard,28.22,2,1,3,3.6,0
