date,pluviometrie_mm,temperature_moy_c,demande_sang_simulee
2025-06-29,1.2,26.1,224
2025-06-30,1.7,26.1,244
2025-07-01,1.7,26.1,222
2025-07-02,0.8,26.3,235
2025-07-03,1.0,26.2,218
2025-07-04,4.3,25.7,242
2025-07-05,1.3,25.9,225
2025-07-06,1.0,26.0,246
2025-07-07,5.8,25.7,250
2025-07-08,9.0,25.1,267
2025-07-09,6.3,24.8,237
2025-07-10,0.7,25.0,232
2025-07-11,2.0,25.2,231
2025-07-12,0.9,24.9,221
2025-07-13,0.3,24.6,231
2025-07-14,0.2,24.2,223
2025-07-15,0.0,24.2,227
2025-07-16,0.1,24.9,243
2025-07-17,0.9,24.8,210
2025-07-18,0.1,24.8,245
2025-07-19,0.0,24.9,247
2025-07-20,0.1,25.0,226
2025-07-21,1.0,25.1,195
2025-07-22,0.8,24.8,217
2025-07-23,1.7,24.8,241
2025-07-24,0.7,24.9,215
2025-07-25,0.3,24.8,198
2025-07-26,0.1,24.9,205
2025-07-27,0.8,24.8,221
2025-07-28,0.1,24.7,216
2025-07-29,0.0,24.7,204
2025-07-30,0.7,24.7,201
2025-07-31,1.2,25.2,201
2025-08-01,5.6,24.8,192
2025-08-02,0.5,25.5,231
2025-08-03,1.0,25.4,202
2025-08-04,1.2,25.2,223
2025-08-05,1.8,24.5,227
2025-08-06,0.6,24.4,219
2025-08-07,0.6,24.4,196
2025-08-08,1.3,24.6,205
2025-08-09,0.4,24.4,196
2025-08-10,0.6,24.6,183
2025-08-11,0.5,24.7,203
2025-08-12,0.7,24.5,180
2025-08-13,2.0,24.5,216
2025-08-14,0.9,24.5,192
2025-08-15,0.0,24.6,202
2025-08-16,0.4,24.7,204
2025-08-17,1.6,24.5,196
2025-08-18,2.0,24.2,209
2025-08-19,0.6,24.3,193
2025-08-20,1.0,24.8,213
2025-08-21,0.6,25.2,180
2025-08-22,2.6,25.4,202
2025-08-23,0.0,25.0,229
2025-08-24,0.2,24.8,185
2025-08-25,0.1,25.0,190
2025-08-26,0.9,24.8,208
2025-08-27,0.5,24.6,203
2025-08-28,0.2,24.5,206
2025-08-29,0.2,25.0,209
2025-08-30,0.9,24.9,211
2025-08-31,0.6,25.0,218
2025-09-01,0.0,25.0,206
2025-09-02,0.0,25.4,196
2025-09-03,0.8,25.4,210
2025-09-04,0.4,25.2,228
2025-09-05,0.2,25.3,197
2025-09-06,0.1,25.8,184
2025-09-07,0.0,25.7,215
2025-09-08,0.0,25.9,196
2025-09-09,2.0,25.3,166
2025-09-10,0.6,25.1,211
2025-09-11,0.9,25.7,190
2025-09-12,10.6,24.9,197
2025-09-13,9.6,24.9,202
2025-09-14,2.4,24.9,200
2025-09-15,2.0,25.2,208
2025-09-16,7.4,24.7,191
2025-09-17,1.5,25.2,204
2025-09-18,4.4,25.4,192
2025-09-19,0.7,25.5,208
2025-09-20,0.5,25.6,205
2025-09-21,3.2,25.6,182
2025-09-22,9.8,25.7,216
2025-09-23,3.8,25.6,195
2025-09-24,8.3,24.8,216
2025-09-25,4.6,25.5,210
2025-09-26,1.2,25.7,235
2025-09-27,1.6,26.1,204
2025-09-28,8.0,25.9,204
2025-09-29,2.3,26.5,209
2025-09-30,14.5,25.9,205
2025-10-01,6.3,24.7,222
2025-10-02,4.2,25.7,190
2025-10-03,1.4,26.2,200
2025-10-04,0.7,26.3,203
2025-10-05,12.1,25.6,235
2025-10-06,14.7,25.2,246
2025-10-07,12.4,25.0,220
2025-10-08,5.4,24.1,222
2025-10-09,0.9,25.5,226
2025-10-10,6.6,26.0,248
2025-10-11,7.0,25.5,219
2025-10-12,3.2,25.3,237
2025-10-13,0.3,26.0,245
2025-10-14,4.6,26.3,234
2025-10-15,11.3,25.6,233
2025-10-16,1.2,26.5,251
2025-10-17,0.5,26.9,197
2025-10-18,1.1,27.4,249
2025-10-19,4.0,27.2,228
2025-10-20,0.6,27.4,212
2025-10-21,0.6,27.8,250
2025-10-22,0.7,27.9,263
2025-10-23,2.3,27.3,237
2025-10-24,1.1,26.5,253
2025-10-25,0.3,27.6,264
2025-10-26,2.6,27.6,259
2025-10-27,1.3,27.6,263
2025-10-28,3.0,27.5,250
2025-10-29,0.6,26.6,238
2025-10-30,0.6,27.0,212
2025-10-31,0.8,27.2,227
2025-11-01,1.5,27.4,216
2025-11-02,1.0,27.3,260
2025-11-03,1.8,27.3,225
2025-11-04,0.2,27.1,229
2025-11-05,5.3,27.2,232
2025-11-06,2.9,26.9,219
2025-11-07,2.4,26.3,240
2025-11-08,0.5,26.8,204
2025-11-09,0.3,27.4,216
2025-11-10,0.2,27.4,200
2025-11-11,1.2,27.7,189
2025-11-12,2.2,27.2,198
2025-11-13,2.9,26.7,208
2025-11-14,0.2,27.5,200
2025-11-15,0.7,27.6,194
2025-11-16,8.6,27.3,184
2025-11-17,3.8,26.6,204
2025-11-18,0.2,27.2,183
2025-11-19,3.8,27.6,215
2025-11-20,2.6,27.9,205
2025-11-21,1.9,27.8,182
2025-11-22,0.1,27.3,200
2025-11-23,0.5,27.2,194
2025-11-24,0.6,27.7,209
2025-11-25,0.8,27.7,225
2025-11-26,2.7,28.1,179
2025-11-27,1.5,27.9,210
2025-11-28,1.1,28.4,204
2025-11-29,0.0,27.8,218
2025-11-30,0.4,28.2,212
2025-12-01,0.1,28.0,198
2025-12-02,2.6,28.3,204
2025-12-03,0.3,28.6,197
2025-12-04,0.1,27.8,224
2025-12-05,0.6,27.6,209
2025-12-06,0.9,27.9,236
2025-12-07,1.0,28.1,206
2025-12-08,2.2,25.7,196
2025-12-09,0.1,26.5,183
2025-12-10,2.5,27.6,179
2025-12-11,4.7,26.8,182
2025-12-12,1.9,27.1,211
2025-12-13,0.2,27.8,213
2025-12-14,0.2,28.0,181
2025-12-15,1.5,27.8,218
2025-12-16,3.5,27.7,198
2025-12-17,0.5,27.7,204
2025-12-18,0.4,27.8,226
2025-12-19,0.5,28.2,215
2025-12-20,1.5,28.4,197
2025-12-21,2.7,28.3,188
2025-12-22,1.1,28.0,169
2025-12-23,0.0,28.0,191
2025-12-24,1.6,28.1,198
2025-12-25,2.5,27.8,187
2025-12-26,5.8,27.7,201
2025-12-27,0.6,27.5,203
2025-12-28,0.6,28.0,198
2025-12-29,0.5,27.8,192
2025-12-30,0.0,28.4,205
2025-12-31,0.1,28.2,210
