date,temperature_c,precipitations_mm,cas_paludisme,nb_accidents,nb_accouchements,demande_sang
2024-01-20,25.2,1.0,28,5,16,76.0
2024-01-21,25.4,0.5,20,6,25,85.7
2024-01-22,27.1,3.0,22,5,16,74.3
2024-01-23,25.2,2.7,22,3,18,80.9
2024-01-24,25.4,0.6,38,3,11,85.3
2024-01-25,26.1,3.7,30,5,9,78.4
2024-01-26,26.2,1.8,23,4,13,85.4
2024-01-27,26.3,3.3,29,6,12,85.9
2024-01-28,25.9,5.4,23,2,9,68.8
2024-01-29,24.6,0.6,24,5,13,81.7
2024-01-30,26.8,0.1,21,7,12,87.5
2024-01-31,24.6,4.5,21,2,11,77.4
2024-02-01,25.9,2.8,21,1,18,74.9
2024-02-02,25.1,3.6,23,4,16,82.7
2024-02-03,25.7,5.5,20,5,13,74.2
2024-02-04,26.0,4.9,27,8,10,86.0
2024-02-05,26.1,9.7,20,4,15,84.1
2024-02-06,26.2,2.3,19,5,14,80.6
2024-02-07,27.2,2.0,25,5,14,84.5
2024-02-08,26.3,1.5,21,2,8,70.4
2024-02-09,25.8,0.5,23,7,12,81.3
2024-02-10,26.8,2.6,22,4,11,82.3
2024-02-11,27.0,1.0,23,1,15,75.7
2024-02-12,25.2,7.6,23,5,17,88.8
2024-02-13,26.7,2.6,20,1,14,78.8
2024-02-14,26.8,2.7,19,2,13,83.3
2024-02-15,26.0,1.3,23,5,10,73.0
2024-02-16,27.4,0.2,24,7,8,81.6
2024-02-17,26.3,0.1,23,6,11,85.2
2024-02-18,26.5,1.7,25,6,12,83.8
2024-02-19,26.3,0.3,26,4,15,89.2
2024-02-20,26.5,2.8,17,2,14,78.0
2024-02-21,25.7,6.4,25,3,16,81.0
2024-02-22,25.5,6.4,25,2,15,77.3
2024-02-23,28.0,3.2,22,4,10,75.2
2024-02-24,26.1,0.7,31,4,12,83.2
2024-02-25,26.0,6.0,24,6,20,86.6
2024-02-26,25.1,6.5,28,7,11,85.3
2024-02-27,26.4,0.7,18,4,13,82.1
2024-02-28,25.9,4.0,28,3,8,80.0
2024-02-29,28.3,1.0,19,3,13,83.1
2024-03-01,27.9,4.9,17,3,11,81.2
2024-03-02,26.6,17.7,24,3,12,72.2
2024-03-03,29.0,0.1,21,6,14,81.0
2024-03-04,28.0,6.8,23,3,20,78.3
2024-03-05,27.0,2.9,23,2,13,80.2
2024-03-06,25.3,10.9,21,5,17,87.1
2024-03-07,29.2,1.9,25,11,10,83.2
2024-03-08,26.3,5.6,19,3,14,78.3
2024-03-09,26.1,0.2,24,7,21,86.4
2024-03-10,28.3,1.2,22,2,13,76.3
2024-03-11,29.5,0.2,17,2,6,72.3
2024-03-12,28.7,11.1,26,8,10,80.9
2024-03-13,28.1,5.1,23,3,10,78.8
2024-03-14,28.2,5.7,28,1,11,72.6
2024-03-15,28.4,8.3,27,5,14,84.1
2024-03-16,28.4,0.3,19,4,15,76.0
2024-03-17,28.1,1.5,23,7,11,79.5
2024-03-18,28.0,0.2,27,1,10,76.0
2024-03-19,27.9,0.7,23,4,18,78.9
2024-03-20,27.4,0.8,21,5,7,77.3
2024-03-21,27.8,1.9,25,5,8,84.5
2024-03-22,26.8,0.9,24,4,12,86.8
2024-03-23,28.1,0.3,36,4,11,91.1
2024-03-24,27.4,0.5,18,8,12,86.8
2024-03-25,27.4,0.5,27,6,19,84.5
2024-03-26,28.4,10.8,24,9,10,84.5
2024-03-27,29.5,4.3,29,2,17,84.3
2024-03-28,29.1,10.3,23,4,10,79.9
2024-03-29,27.2,1.7,28,3,11,81.8
2024-03-30,27.7,1.0,19,7,11,88.4
2024-03-31,29.3,5.2,22,8,17,80.2
2024-04-01,27.8,2.0,19,1,11,73.4
2024-04-02,28.4,2.4,34,5,14,94.2
2024-04-03,29.1,2.5,25,2,11,77.0
2024-04-04,27.9,2.6,27,4,12,84.5
2024-04-05,28.8,3.5,24,3,9,83.1
2024-04-06,27.7,4.3,19,10,12,84.7
2024-04-07,28.3,6.8,20,4,7,74.3
2024-04-08,29.1,4.1,22,3,12,83.9
2024-04-09,27.6,5.0,19,9,15,83.9
2024-04-10,29.3,9.7,20,3,21,82.9
2024-04-11,29.0,5.6,20,2,13,81.1
2024-04-12,29.5,6.8,19,7,12,75.2
2024-04-13,29.2,12.0,17,1,14,79.1
2024-04-14,30.2,6.9,25,3,12,78.5
2024-04-15,29.2,7.1,18,2,7,75.3
2024-04-16,28.8,9.2,27,6,14,79.9
2024-04-17,29.3,8.7,25,2,12,75.0
2024-04-18,29.7,10.5,28,5,7,79.9
2024-04-19,29.3,13.3,23,7,18,91.8
2024-04-20,29.3,9.3,18,9,17,76.1
2024-04-21,28.8,11.9,24,2,13,79.6
2024-04-22,28.8,11.8,26,1,15,79.8
2024-04-23,28.3,10.5,27,5,12,83.3
2024-04-24,30.8,13.4,22,5,13,84.1
2024-04-25,28.5,11.8,19,4,14,82.6
2024-04-26,28.9,13.2,21,4,9,76.4
2024-04-27,28.9,11.8,26,6,16,85.9
2024-04-28,30.3,13.8,27,9,9,73.6
2024-04-29,29.3,13.4,23,5,14,82.3
2024-04-30,30.6,17.9,22,1,19,83.0
2024-05-01,29.1,13.3,31,6,15,87.2
2024-05-02,29.9,15.1,26,4,12,75.6
2024-05-03,29.0,15.7,28,3,10,84.3
2024-05-04,31.4,18.0,33,7,9,77.8
2024-05-05,28.8,17.1,24,5,13,79.6
2024-05-06,30.0,18.2,24,2,10,79.4
2024-05-07,30.3,19.7,27,4,9,81.5
2024-05-08,30.1,21.5,28,5,13,90.0
2024-05-09,29.7,17.0,26,1,21,84.8
2024-05-10,29.7,18.5,31,9,9,90.1
2024-05-11,29.9,22.0,30,7,10,82.2
2024-05-12,29.7,30.5,31,13,11,92.5
2024-05-13,30.6,23.8,32,3,15,91.4
2024-05-14,31.7,18.9,28,6,15,88.2
2024-05-15,29.5,18.4,36,5,8,88.3
2024-05-16,28.8,20.1,28,6,9,89.9
2024-05-17,29.9,22.4,33,10,13,98.1
2024-05-18,32.0,20.7,30,6,16,83.5
2024-05-19,29.3,20.9,30,6,6,83.2
2024-05-20,31.3,24.7,33,4,14,87.7
2024-05-21,31.3,20.9,38,6,13,94.5
2024-05-22,29.5,25.7,35,6,11,90.1
2024-05-23,30.4,21.6,38,3,21,92.7
2024-05-24,31.3,21.5,34,5,6,85.1
2024-05-25,29.7,22.4,35,7,17,89.6
2024-05-26,29.8,25.1,33,8,17,90.1
2024-05-27,29.5,21.4,38,0,9,80.5
2024-05-28,29.2,21.9,37,5,14,88.3
2024-05-29,29.5,30.5,42,5,14,98.1
2024-05-30,29.0,22.3,38,6,14,92.7
2024-05-31,30.0,24.4,33,6,9,83.7
2024-06-01,29.4,24.7,40,4,17,86.0
2024-06-02,30.2,24.3,46,4,14,91.6
2024-06-03,28.7,25.6,39,11,12,92.5
2024-06-04,30.3,23.5,34,4,14,81.3
2024-06-05,30.7,25.3,40,4,9,80.7
2024-06-06,28.4,24.4,41,3,10,79.3
2024-06-07,30.3,26.4,38,4,14,83.4
2024-06-08,30.9,23.8,38,6,4,76.1
2024-06-09,29.0,26.0,46,10,14,99.6
2024-06-10,31.3,24.3,40,3,15,88.7
2024-06-11,30.3,24.8,37,4,15,87.5
2024-06-12,29.4,24.6,42,3,17,85.0
2024-06-13,29.9,24.6,37,1,11,82.7
2024-06-14,30.4,29.4,38,3,13,80.1
2024-06-15,30.0,25.3,41,8,7,84.5
2024-06-16,30.3,32.2,42,6,15,97.2
2024-06-17,29.1,35.0,37,2,7,84.6
2024-06-18,30.0,27.1,43,3,10,86.2
2024-06-19,28.7,25.1,44,1,14,90.3
2024-06-20,29.7,26.1,38,3,13,85.0
2024-06-21,29.1,29.5,44,4,10,85.3
2024-06-22,29.2,26.2,40,8,9,93.7
2024-06-23,30.7,25.1,44,6,12,83.3
2024-06-24,30.6,27.3,43,3,13,87.4
2024-06-25,30.2,30.5,38,3,17,90.7
2024-06-26,28.8,29.7,47,7,17,93.3
2024-06-27,29.4,25.6,41,5,14,93.6
2024-06-28,30.6,28.3,42,3,18,90.3
2024-06-29,29.7,25.7,37,3,14,86.1
2024-06-30,31.4,25.7,40,5,12,87.8
2024-07-01,29.9,31.2,43,5,16,91.9
2024-07-02,29.7,25.8,47,9,17,106.2
2024-07-03,29.3,25.9,43,9,14,93.5
2024-07-04,29.6,24.9,43,3,17,96.7
2024-07-05,29.3,31.0,43,2,16,94.4
2024-07-06,30.0,29.6,42,8,17,99.6
2024-07-07,30.2,27.7,49,6,16,92.9
2024-07-08,28.7,28.9,54,6,14,93.6
2024-07-09,28.3,25.1,44,6,14,101.6
2024-07-10,27.8,26.4,41,1,19,88.4
2024-07-11,29.7,25.8,39,8,10,88.1
2024-07-12,28.3,24.7,49,6,8,90.7
2024-07-13,27.5,26.3,46,2,18,84.1
2024-07-14,29.5,31.8,42,7,13,91.2
2024-07-15,31.1,24.2,44,4,9,85.7
2024-07-16,29.1,25.0,46,6,7,88.7
2024-07-17,29.7,24.5,51,3,16,97.6
2024-07-18,29.1,24.5,39,4,13,91.3
2024-07-19,28.9,30.7,43,5,22,96.8
2024-07-20,29.7,25.3,42,6,13,88.7
2024-07-21,28.7,25.2,41,2,12,82.8
2024-07-22,29.1,27.4,46,4,15,90.8
2024-07-23,29.1,23.4,46,3,13,90.2
2024-07-24,28.2,24.8,49,3,12,92.6
2024-07-25,29.5,24.3,41,3,11,86.8
2024-07-26,28.5,25.1,45,5,8,90.7
2024-07-27,28.0,45.4,45,7,13,86.9
2024-07-28,29.0,26.4,44,1,10,79.1
2024-07-29,27.8,23.3,43,5,17,90.9
2024-07-30,28.5,26.9,45,1,9,83.0
2024-07-31,28.5,21.9,41,4,16,96.6
2024-08-01,29.3,21.2,49,6,17,99.9
2024-08-02,28.7,21.6,42,5,16,88.6
2024-08-03,28.3,21.9,44,13,15,99.5
2024-08-04,28.9,22.6,48,10,4,87.7
2024-08-05,29.3,23.0,41,4,8,83.9
2024-08-06,28.6,27.1,42,3,11,81.8
2024-08-07,28.1,21.8,40,10,13,99.8
2024-08-08,27.0,21.5,42,4,15,85.8
2024-08-09,27.2,19.3,52,6,11,94.4
2024-08-10,27.7,18.9,43,9,16,89.9
2024-08-11,27.5,20.9,40,6,8,87.7
2024-08-12,27.7,20.0,46,7,11,92.3
2024-08-13,27.9,23.4,43,5,9,88.6
2024-08-14,28.2,18.2,42,8,12,93.5
2024-08-15,27.7,17.4,44,5,14,93.7
2024-08-16,28.1,18.8,45,1,9,85.5
2024-08-17,27.7,17.5,64,9,14,99.8
2024-08-18,26.0,16.5,46,1,9,79.8
2024-08-19,26.8,19.9,39,5,14,84.5
2024-08-20,27.4,16.1,43,5,10,85.3
2024-08-21,26.5,18.2,39,5,10,91.3
2024-08-22,27.9,16.0,37,6,13,89.4
2024-08-23,28.6,15.3,41,2,17,87.4
2024-08-24,28.3,15.8,42,13,11,89.3
2024-08-25,27.1,18.8,38,2,10,73.9
2024-08-26,28.4,15.1,43,3,14,87.3
2024-08-27,27.2,17.4,47,4,19,99.1
2024-08-28,26.8,13.3,38,1,10,81.5
2024-08-29,26.5,17.0,38,4,10,88.7
2024-08-30,26.7,13.0,39,7,14,90.7
2024-08-31,26.6,15.2,33,4,14,86.3
2024-09-01,27.0,13.9,38,2,12,80.7
2024-09-02,26.9,19.0,35,4,11,81.7
2024-09-03,26.8,12.1,38,4,15,89.0
2024-09-04,27.1,10.4,36,2,15,94.6
2024-09-05,27.6,9.9,37,7,5,94.2
2024-09-06,27.4,14.7,37,5,12,91.0
2024-09-07,25.4,11.3,35,8,16,89.6
2024-09-08,24.5,13.1,35,6,19,90.9
2024-09-09,27.2,9.0,40,7,15,95.4
2024-09-10,25.3,9.1,33,5,17,90.6
2024-09-11,26.2,7.5,33,5,10,88.3
2024-09-12,25.4,16.8,38,5,11,89.7
2024-09-13,24.8,9.9,33,2,12,83.2
2024-09-14,26.6,14.3,32,5,10,77.4
2024-09-15,26.8,6.7,36,5,11,82.4
2024-09-16,25.6,8.2,33,3,7,85.8
2024-09-17,24.0,8.3,37,2,16,88.2
2024-09-18,25.6,5.6,31,1,9,82.1
2024-09-19,26.3,9.7,36,5,15,89.5
2024-09-20,24.7,12.5,36,4,11,82.9
2024-09-21,26.0,9.7,32,8,13,86.4
2024-09-22,25.8,6.8,31,7,11,80.7
2024-09-23,26.2,3.3,40,0,15,82.3
2024-09-24,25.8,2.9,32,5,19,96.5
2024-09-25,24.9,11.4,25,7,10,84.4
2024-09-26,26.6,1.1,31,2,14,82.1
2024-09-27,25.5,4.4,33,8,11,97.1
2024-09-28,25.5,3.9,32,5,11,86.2
2024-09-29,24.7,2.9,32,5,15,83.9
2024-09-30,25.1,13.8,25,4,12,85.7
2024-10-01,24.7,1.1,29,1,11,80.6
2024-10-02,25.2,1.2,29,4,10,81.5
2024-10-03,26.7,0.2,35,6,14,92.9
2024-10-04,24.2,1.8,30,7,12,87.8
2024-10-05,23.9,0.9,33,3,18,85.7
2024-10-06,26.4,1.3,27,8,14,90.5
2024-10-07,25.0,5.4,25,5,16,91.2
2024-10-08,24.6,8.2,26,5,13,84.0
2024-10-09,25.9,0.6,25,3,12,85.0
2024-10-10,24.6,1.4,32,2,12,79.9
2024-10-11,26.5,7.9,36,5,16,93.3
2024-10-12,25.5,0.2,29,11,19,94.0
2024-10-13,24.5,0.3,24,8,18,89.3
2024-10-14,26.6,0.5,25,5,12,84.1
2024-10-15,24.4,2.7,20,0,15,88.2
2024-10-16,25.4,0.5,31,5,15,85.6
2024-10-17,25.0,10.3,22,4,10,85.8
2024-10-18,25.8,1.8,25,5,9,79.4
2024-10-19,26.0,2.1,24,8,12,86.3
2024-10-20,24.7,0.8,18,6,13,82.9
2024-10-21,24.0,1.9,33,6,16,91.9
2024-10-22,25.0,3.3,20,4,12,80.5
2024-10-23,24.0,4.2,22,4,11,83.2
2024-10-24,26.2,4.2,18,5,12,84.0
2024-10-25,24.6,2.6,23,3,10,88.4
2024-10-26,24.2,7.0,19,5,6,72.2
2024-10-27,24.6,5.1,21,5,12,77.8
2024-10-28,23.4,4.2,22,5,14,86.7
2024-10-29,23.6,0.2,26,6,13,86.4
2024-10-30,25.3,0.0,23,3,20,86.9
2024-10-31,23.8,0.7,22,4,9,85.8
2024-11-01,23.5,3.3,29,2,14,73.5
2024-11-02,24.7,1.6,21,7,16,82.3
2024-11-03,25.2,1.5,17,8,13,75.6
2024-11-04,24.8,6.5,15,4,13,76.7
2024-11-05,25.0,6.8,21,3,8,89.1
2024-11-06,23.6,7.2,20,3,15,85.7
2024-11-07,23.1,1.1,26,2,13,87.0
2024-11-08,25.4,3.5,20,2,14,81.3
2024-11-09,23.9,1.0,23,5,14,85.1
2024-11-10,24.0,0.6,25,7,13,77.3
2024-11-11,25.2,0.6,23,5,14,90.2
2024-11-12,24.6,1.3,22,5,18,84.8
2024-11-13,24.5,1.7,21,2,8,76.3
2024-11-14,25.8,5.3,25,3,16,87.8
2024-11-15,23.6,0.4,24,2,11,82.6
2024-11-16,24.8,4.0,23,8,9,82.7
2024-11-17,24.1,2.3,26,8,13,80.4
2024-11-18,24.3,1.0,27,5,10,85.5
2024-11-19,25.3,2.0,19,3,8,82.8
2024-11-20,24.4,1.1,21,5,15,83.9
2024-11-21,24.5,2.7,22,6,10,89.8
2024-11-22,24.9,1.7,19,2,9,75.0
2024-11-23,23.7,0.5,23,9,11,84.8
2024-11-24,23.3,0.4,22,2,13,84.1
2024-11-25,23.2,2.4,26,2,13,80.6
2024-11-26,22.4,7.0,24,4,12,88.5
2024-11-27,25.6,1.3,28,4,7,90.6
2024-11-28,23.1,4.0,20,5,15,86.5
2024-11-29,23.8,3.2,20,7,14,85.3
2024-11-30,23.8,8.0,23,7,10,78.9
2024-12-01,24.2,5.2,21,11,16,94.6
2024-12-02,24.7,2.5,24,7,10,91.5
2024-12-03,24.7,3.2,23,3,16,91.1
2024-12-04,23.5,6.9,22,3,18,86.0
2024-12-05,23.9,1.5,24,3,11,86.8
2024-12-06,24.2,1.2,18,3,16,83.4
2024-12-07,23.8,0.0,28,7,13,82.1
2024-12-08,25.3,5.3,21,7,14,88.3
2024-12-09,24.4,4.8,24,5,14,93.2
2024-12-10,24.6,0.3,21,0,12,74.9
2024-12-11,24.6,2.6,18,3,16,79.4
2024-12-12,25.0,1.9,19,4,8,80.4
2024-12-13,24.2,0.4,22,1,11,83.6
2024-12-14,23.1,11.8,23,6,14,78.9
2024-12-15,24.4,0.7,20,10,9,84.7
2024-12-16,23.6,0.2,23,5,17,85.8
2024-12-17,23.7,2.7,24,2,14,86.3
2024-12-18,24.6,4.0,21,1,11,76.3
2024-12-19,25.2,0.1,27,4,13,89.2
2024-12-20,24.2,3.2,22,3,12,82.1
2024-12-21,24.5,2.3,27,6,12,80.0
2024-12-22,25.6,0.3,21,5,14,82.0
2024-12-23,24.5,0.6,22,5,16,79.6
2024-12-24,26.4,2.5,24,7,13,86.2
2024-12-25,24.8,1.1,24,2,14,84.9
2024-12-26,22.9,8.4,22,2,8,72.2
2024-12-27,25.0,5.1,21,6,12,75.4
2024-12-28,24.7,12.3,20,4,18,73.4
2024-12-29,25.4,0.9,26,6,9,87.0
2024-12-30,25.0,10.5,25,4,19,88.8
2024-12-31,24.3,1.7,22,5,11,82.3
2025-01-01,23.5,1.3,23,9,12,93.5
2025-01-02,24.3,0.2,22,5,9,81.6
2025-01-03,23.8,0.2,21,3,21,89.0
2025-01-04,24.1,3.5,32,5,9,82.8
2025-01-05,25.0,1.8,21,0,18,76.9
2025-01-06,25.9,0.8,25,3,18,88.7
2025-01-07,24.9,2.9,21,5,14,89.0
2025-01-08,23.7,0.9,27,1,12,81.7
2025-01-09,25.0,2.6,21,2,11,79.0
2025-01-10,25.7,1.3,22,3,9,79.7
2025-01-11,24.3,5.2,22,8,11,74.6
2025-01-12,24.7,5.2,19,6,16,84.7
2025-01-13,24.8,1.9,22,5,8,77.9
2025-01-14,24.2,1.3,19,4,17,88.5
2025-01-15,25.4,1.4,18,5,12,83.4
2025-01-16,24.8,4.9,32,5,11,88.5
2025-01-17,25.3,1.2,21,5,10,86.4
2025-01-18,24.3,0.7,29,6,17,84.0
2025-01-19,24.7,0.3,20,5,17,85.0
2025-01-20,25.7,1.9,27,3,12,85.8
2025-01-21,24.8,2.0,19,10,18,92.5
2025-01-22,26.6,5.5,22,2,17,81.2
2025-01-23,24.9,0.8,17,8,13,89.8
2025-01-24,25.4,1.4,22,1,18,87.3
2025-01-25,26.0,5.0,28,5,12,83.8
2025-01-26,24.2,5.2,18,7,11,77.2
2025-01-27,24.0,1.5,18,2,7,75.5
2025-01-28,24.2,1.8,22,5,15,86.8
2025-01-29,26.5,1.1,20,8,11,90.0
2025-01-30,25.1,8.1,25,8,11,82.7
2025-01-31,27.6,0.4,22,5,12,83.1
2025-02-01,25.2,8.1,22,5,14,80.9
2025-02-02,25.8,3.5,26,7,10,83.4
2025-02-03,26.9,2.3,25,5,8,78.8
2025-02-04,27.4,0.1,24,4,14,85.3
2025-02-05,27.4,1.9,18,2,14,80.6
2025-02-06,26.8,1.6,24,10,5,83.2
2025-02-07,26.7,0.5,20,3,13,82.6
2025-02-08,26.4,3.2,19,5,15,80.0
2025-02-09,26.6,10.6,23,10,15,91.0
2025-02-10,25.6,2.5,20,7,13,84.0
2025-02-11,25.4,3.8,24,4,11,84.8
2025-02-12,26.1,0.2,22,5,18,85.8
2025-02-13,26.0,1.6,17,3,11,78.5
2025-02-14,25.9,0.4,21,2,15,84.8
2025-02-15,26.8,2.8,24,4,9,80.2
2025-02-16,27.1,8.4,24,8,8,81.4
2025-02-17,26.5,3.3,20,5,11,83.1
2025-02-18,27.6,0.2,20,6,12,80.1
2025-02-19,25.6,1.3,16,7,11,90.6
2025-02-20,26.4,2.4,24,6,8,87.7
2025-02-21,26.0,1.5,18,2,6,79.8
2025-02-22,25.1,5.4,26,5,10,75.3
2025-02-23,26.6,5.1,20,8,12,81.8
2025-02-24,26.6,2.8,23,4,14,84.7
2025-02-25,28.0,1.4,20,6,8,75.8
2025-02-26,27.3,0.9,18,7,14,91.1
2025-02-27,26.1,0.3,24,2,13,89.4
2025-02-28,28.4,1.3,21,5,13,94.1
2025-03-01,28.0,1.6,19,2,13,73.7
2025-03-02,27.5,3.4,34,10,16,94.2
2025-03-03,26.9,3.2,20,6,14,92.5
2025-03-04,26.4,0.2,27,2,12,83.1
2025-03-05,26.9,1.5,19,7,3,79.1
2025-03-06,28.1,0.6,19,3,10,73.7
2025-03-07,28.8,0.5,22,4,18,92.7
2025-03-08,28.6,5.3,23,5,10,80.7
2025-03-09,27.0,0.1,29,10,5,82.5
2025-03-10,26.6,1.6,21,2,17,105.9
2025-03-11,27.6,0.6,22,7,13,104.5
2025-03-12,26.1,6.3,21,2,13,95.3
2025-03-13,27.9,2.4,25,2,10,90.7
2025-03-14,27.5,0.8,23,3,15,99.4
2025-03-15,27.3,2.1,23,8,10,89.3
2025-03-16,26.5,3.9,25,7,18,99.5
2025-03-17,28.2,9.5,27,6,9,92.5
2025-03-18,27.4,0.7,21,3,17,90.3
2025-03-19,27.0,6.5,22,4,15,88.1
2025-03-20,25.7,8.2,19,4,12,87.5
2025-03-21,28.0,7.4,22,4,14,86.4
2025-03-22,29.5,3.0,22,6,12,79.2
2025-03-23,29.4,3.0,23,9,12,82.7
2025-03-24,27.8,1.5,24,6,12,89.3
2025-03-25,27.7,4.2,19,2,10,76.7
2025-03-26,28.6,2.3,20,6,18,89.6
2025-03-27,27.5,3.4,23,5,13,91.0
2025-03-28,28.6,1.7,22,4,14,87.2
2025-03-29,29.0,3.9,25,7,15,84.0
2025-03-30,29.4,5.2,18,6,12,87.2
2025-03-31,28.4,0.5,19,2,15,85.5
2025-04-01,28.4,5.8,19,8,14,93.4
2025-04-02,27.9,3.2,23,6,10,77.1
2025-04-03,28.0,6.9,23,4,18,90.1
2025-04-04,28.5,3.4,19,3,15,87.9
2025-04-05,29.0,3.6,20,7,12,90.3
2025-04-06,29.5,10.0,30,8,16,84.6
2025-04-07,28.1,3.9,28,2,9,87.8
2025-04-08,30.0,9.0,26,5,7,91.0
2025-04-09,28.6,5.8,29,4,8,76.9
2025-04-10,28.9,6.4,25,3,7,83.8
2025-04-11,28.3,5.8,29,1,14,87.7
2025-04-12,27.0,7.7,23,4,15,81.8
2025-04-13,29.7,6.7,21,5,10,78.5
2025-04-14,29.7,6.1,21,2,10,83.9
2025-04-15,28.9,7.3,25,8,15,89.7
2025-04-16,29.2,6.8,22,5,11,84.6
2025-04-17,29.6,18.7,23,4,8,86.2
2025-04-18,28.0,17.7,19,2,5,84.5
2025-04-19,28.8,9.5,25,10,8,88.4
2025-04-20,29.9,12.3,25,6,19,89.0
2025-04-21,28.3,10.1,19,3,15,82.6
2025-04-22,29.6,12.6,27,4,12,82.7
2025-04-23,28.3,14.6,23,4,10,88.6
2025-04-24,29.8,18.8,27,4,15,88.0
2025-04-25,29.4,12.0,24,2,14,89.4
2025-04-26,28.2,15.4,24,5,11,80.9
2025-04-27,30.4,12.1,27,5,10,80.1
2025-04-28,28.9,25.5,24,5,11,88.0
2025-04-29,28.9,12.0,27,4,8,84.1
2025-04-30,29.7,15.1,28,2,12,80.2
2025-05-01,30.5,15.9,24,1,12,89.8
2025-05-02,28.8,16.6,22,6,6,81.2
2025-05-03,29.7,13.8,23,5,14,87.5
2025-05-04,30.0,22.2,28,3,11,84.9
2025-05-05,30.3,14.8,23,4,7,77.5
2025-05-06,29.9,17.4,24,5,14,84.2
2025-05-07,29.4,15.6,25,5,11,85.5
2025-05-08,29.1,16.3,38,3,10,85.0
2025-05-09,29.9,17.9,33,3,14,96.0
2025-05-10,28.9,17.5,31,3,9,80.6
2025-05-11,27.5,16.7,30,5,15,90.5
2025-05-12,30.2,17.1,34,3,14,91.6
2025-05-13,30.6,18.5,34,5,12,91.6
2025-05-14,28.0,21.4,34,2,12,87.4
2025-05-15,29.1,24.3,39,5,16,99.6
2025-05-16,30.4,18.1,29,5,4,80.7
2025-05-17,31.6,19.6,33,7,12,95.3
2025-05-18,29.9,18.7,34,4,11,79.7
2025-05-19,29.4,18.7,43,4,15,97.6
2025-05-20,29.8,22.2,30,3,15,83.2
2025-05-21,31.1,22.0,33,6,15,91.9
2025-05-22,29.4,20.0,34,3,13,89.4
2025-05-23,29.3,20.6,35,1,9,82.8
2025-05-24,29.6,20.1,31,6,15,87.8
2025-05-25,29.2,25.7,38,6,13,84.2
2025-05-26,30.1,31.6,34,6,17,90.8
2025-05-27,31.3,21.2,39,8,10,96.5
2025-05-28,30.3,21.8,34,3,10,87.4
2025-05-29,29.8,27.3,35,2,14,86.2
2025-05-30,29.8,29.3,34,6,5,92.9
2025-05-31,28.7,23.3,36,7,14,85.9
2025-06-01,30.7,22.1,35,6,14,87.9
2025-06-02,29.9,22.2,40,7,10,91.8
2025-06-03,29.9,24.9,36,7,11,95.5
2025-06-04,32.5,24.0,38,4,13,91.8
2025-06-05,30.2,22.8,46,2,17,94.2
2025-06-06,29.4,25.5,36,4,13,83.6
2025-06-07,29.6,23.1,37,8,13,95.2
2025-06-08,30.9,27.8,34,10,13,92.0
2025-06-09,30.1,24.4,36,4,17,93.9
2025-06-10,28.8,23.6,39,6,14,91.9
2025-06-11,30.7,26.3,40,2,13,86.6
2025-06-12,29.4,25.3,35,4,18,99.7
2025-06-13,31.4,34.8,42,2,14,84.4
2025-06-14,30.8,26.4,36,5,10,82.1
2025-06-15,29.5,25.1,43,7,20,102.9
2025-06-16,30.9,28.0,47,8,15,103.1
2025-06-17,29.9,25.3,39,2,11,87.4
2025-06-18,30.5,31.5,42,6,12,99.8
2025-06-19,30.2,25.9,46,3,16,97.1
2025-06-20,29.2,27.0,48,3,16,96.9
2025-06-21,29.3,24.8,39,5,11,89.0
2025-06-22,30.6,26.4,43,7,19,98.3
2025-06-23,29.5,30.2,38,5,11,93.8
2025-06-24,29.4,29.8,43,5,10,101.7
2025-06-25,29.0,25.7,43,3,9,89.3
2025-06-26,30.0,25.7,42,4,10,90.8
2025-06-27,31.3,30.1,41,6,13,90.2
2025-06-28,28.8,33.0,37,2,16,86.9
2025-06-29,29.7,25.3,46,5,17,101.7
2025-06-30,30.7,26.8,42,5,15,99.5
2025-07-01,29.5,26.2,38,7,19,96.6
2025-07-02,29.9,31.1,43,7,12,96.5
2025-07-03,28.7,25.2,48,0,8,82.9
2025-07-04,29.9,25.7,49,2,14,90.3
2025-07-05,29.3,29.1,50,10,13,99.4
2025-07-06,30.2,25.0,40,9,22,97.6
2025-07-07,30.4,26.9,43,6,6,87.6
2025-07-08,31.5,26.5,41,5,14,96.7
2025-07-09,29.8,25.9,45,2,9,89.5
2025-07-10,29.6,26.2,41,2,11,83.4
2025-07-11,29.4,26.8,45,2,11,82.8
2025-07-12,29.0,25.0,43,4,8,84.5
2025-07-13,29.5,26.9,46,4,16,86.3
2025-07-14,29.0,29.2,45,3,10,84.1
2025-07-15,29.3,28.5,47,2,12,96.9
2025-07-16,30.2,24.6,40,6,12,94.0
2025-07-17,28.3,24.5,43,4,15,94.0
2025-07-18,30.0,24.8,46,7,13,97.4
2025-07-19,30.1,25.1,46,7,15,90.8
2025-07-20,28.9,25.1,41,4,12,90.2
2025-07-21,27.2,26.8,42,1,11,88.5
2025-07-22,28.4,23.4,47,5,12,92.8
2025-07-23,29.9,23.2,53,5,12,95.5
2025-07-24,28.8,24.4,42,4,7,85.0
2025-07-25,28.0,26.3,43,4,14,92.9
2025-07-26,28.3,23.2,47,11,12,97.5
2025-07-27,29.4,25.5,40,6,11,88.2
2025-07-28,29.1,23.1,50,3,19,99.1
2025-07-29,28.4,28.5,44,4,17,96.4
2025-07-30,28.3,28.6,43,5,11,94.8
